nflId,height,weight,birthDate,collegeName,position,displayName,corrected_birthDate,Age
46190,5-11,192,1996-07-27,Weber State,CB,Taron Johnson,1996-07-27,28
46192,6-6,260,1995-08-09,Notre Dame,TE,Durham Smythe,1995-08-09,29
46194,5-9,184,1996-03-31,Pittsburgh,CB,Avonte Maddox,1996-03-31,28
46197,6-2,287,1996-05-08,North Carolina State,DT,Kentavius Street,1996-05-08,28
46199,6-5,253,1997-03-29,Florida State,LB,Josh Sweat,1997-03-29,27
46203,5-9,210,1996-04-13,Fordham,RB,Chase Edmonds,1996-04-13,28
46204,6-4,288,1996-09-26,Stephen F. Austin,DE,John Franklin-Myers,1996-09-26,28
46205,6-2,235,1993-12-16,Mississippi,OLB,Marquis Haynes,1993-12-16,31
46206,6-5,242,1996-07-11,Stanford,TE,Dalton Schultz,1996-07-11,28
46211,5-9,188,1996-11-11,Kansas State,CB,D.J. Reed,1996-11-11,28
46212,6-2,255,1996-08-24,Purdue,ILB,Ja'Whaun Bentley,1996-08-24,28
46213,6-3,215,1996-04-04,Pennsylvania,WR,Justin Watson,1996-04-04,28
46214,6-3,313,1996-09-14,Delaware,DT,Bilal Nichols,1996-09-14,28
46215,6-3,203,1995-06-02,Oklahoma State,CB,Tre Flowers,1995-06-02,29
46219,6-0,250,1995-04-26,Memphis,DE,Genard Avery,1995-04-26,29
46223,6-0,205,1994-08-04,Jacksonville State,CB,Siran Neal,1994-08-04,30
46224,6-3,310,1995-03-23,UCLA,C,Scott Quessenberry,1995-03-23,29
46226,6-3,254,1995-07-30,Central Michigan,TE,Tyler Conklin,1995-07-30,29
46229,6-1,253,1995-04-24,Oklahoma,DE,Ogbonnia Okoronkwo,1995-04-24,29
46232,6-3,308,1997-07-11,Virginia Tech,DT,Tim Settle,1997-07-11,27
46235,6-4,315,1994-11-21,Virginia Tech,G,Wyatt Teller,1994-11-21,30
46238,6-1,217,1994-07-18,Mississippi,RB,Jordan Wilkins,1994-07-18,30
46243,6-4,207,1994-10-10,South Florida,WR,Marquez Valdes-Scantling,1994-10-10,30
46249,6-4,318,1995-03-04,Connecticut,DT,Folorunso Fatukasi,1995-03-04,29
46253,6-0,208,1994-06-09,Florida,OLB,Marcell Harris,1994-06-09,30
46255,6-2,242,1995-12-11,Temple,DE,Jake Martin,1995-12-11,29
46256,5-9,190,1996-10-15,Clemson,WR,Ray-Ray McCloud,1996-10-15,28
46259,6-1,210,1997-04-21,Texas,FS,DeShon Elliott,1997-04-21,27
46263,6-0,184,1996-01-22,Louisiana State,WR,Russell Gage,1996-01-22,28
46264,6-4,310,1995-03-21,Rutgers,DT,Sebastian Joseph,1995-03-21,29
46269,6-2,215,1995-08-02,Yale,ILB,Foyesade Oluokun,1995-08-02,29
46270,5-6,203,1995-04-27,Louisiana Tech,RB,Boston Scott,1995-04-27,29
46275,6-7,332,1994-12-16,Texas Christian,T,Matt Pryor,1994-12-16,30
46276,6-5,214,1996-09-30,Notre Dame,WR,Equanimeous St. Brown,1996-09-30,28
46277,6-5,188,1995-03-10,Boise State,WR,Cedrick Wilson,1995-03-10,29
46278,6-0,185,1995-09-22,Southern Mississippi,CB,Cornell Armstrong,1995-09-22,29
46279,5-9,190,1995-10-06,Miami,WR,Braxton Berrios,1995-10-06,29
46282,6-5,331,1995-06-23,Appalachian State,G,Colby Gossett,1995-06-23,29
46284,6-5,317,1994-11-24,Alabama,C,Bradley Bozeman,1994-11-24,30
46290,6-0,229,1995-12-12,Houston,OLB,Matthew Adams,1995-12-12,29
46293,6-2,221,1994-09-11,Georgia,WR,Javon Wims,1994-09-11,30
46302,6-8,344,1997-03-31,No College,T,Jordan Mailata,1997-03-31,27
46304,6-0,236,1996-07-02,Syracuse,OLB,Zaire Franklin,1996-07-02,28
46307,6-6,290,1995-09-07,Ferris State,DE,Zach Sieler,1995-09-07,29
46309,5-9,185,1995-09-05,Middle Tennessee,WR,Richie James,1995-09-05,29
46312,5-10,185,1996-04-17,Western Carolina,CB,Keion Crossen,1996-04-17,28
46314,6-5,311,1995-12-10,Louisiana State,C,Will Clapp,1995-12-10,29
46320,6-0,200,1996-04-22,Northwestern,RB,Justin Jackson,1996-04-22,28
46329,5-9,190,1995-11-17,Southern U.,CB,Danny Johnson,1995-11-17,29
46331,6-5,240,1995-01-26,San Diego,TE,Ross Dwelley,1995-01-26,29
46338,6-3,316,1994-10-23,San Jose State,G,Jeremiah Kolone,1994-10-23,30
46349,6-1,202,1993-11-03,Central Arkansas,FS,George Odum,1993-11-03,31
46354,5-11,184,1996-03-25,Tennessee,CB,Emmanuel Moseley,1996-03-25,28
46362,6-5,214,1996-01-06,Alabama,WR,Cam Sims,1996-01-06,28
46367,5-8,190,1994-07-24,Colorado,RB,Phillip Lindsay,1994-07-24,30
46370,6-6,300,1995-09-18,Texas Christian,C,Austin Schlottmann,1995-09-18,29
46376,6-5,285,1995-07-28,Washington,C,Coleman Shelton,1995-07-28,29
46377,6-0,194,1995-11-16,North Texas,RB,Jeffery Wilson,1995-11-16,29
46378,6-0,202,1996-01-18,Mississippi State,SS,J.T. Gray,1996-01-18,28
46387,6-3,295,1995-05-23,Tennessee,DT,Kendal Vickers,1995-05-23,29
46404,6-2,295,1994-09-01,Alabama,C,J.C. Hassenauer,1994-09-01,30
46407,5-10,190,1996-01-31,South Carolina,CB,Chris Lammons,1996-01-31,28
46437,6-1,238,1995-04-13,Rutgers,RB,Gus Edwards,1995-04-13,29
46446,6-4,250,1995-04-26,Youngstown State,TE,Kevin Rader,1995-04-26,29
46456,5-9,187,1993-03-15,Alabama-Birmingham,CB,Darious Williams,1993-03-15,31
46457,6-1,248,1997-09-12,Toledo,OLB,Olasunkanmi Adeniyi,1997-09-12,27
46461,5-10,205,1995-07-30,Cincinnati,RB,Mike Boone,1995-07-30,29
46487,5-11,310,1995-11-19,Texas,DE,Poona Ford,1995-11-19,29
46501,5-11,193,08/24/1995,Northern Iowa,SS,Elijah Campbell,1995-10-24,29
46504,6-3,300,1994-01-13,Washington State,DT,Daniel Ekuale,1994-01-13,30
46506,5-11,202,1995-02-26,Tulane,RB,Dontrell Hilliard,1995-02-26,29
46521,6-2,233,1995-07-27,Iowa,ILB,Ben Niemann,1995-07-27,29
46522,6-1,205,1993-11-17,Kansas State,WR,Byron Pringle,1993-11-17,31
46526,5-11,224,1995-04-15,Louisiana State,RB,Darrel Williams,1995-04-15,29
46527,6-3,235,1996-09-19,Washington State,ILB,Frankie Luvu,1996-09-19,28
46542,6-3,210,1994-12-26,Temple,WR,Keith Kirkwood,1994-12-26,30
46543,6-4,280,1995-09-19,Oregon,DT,Henry Mondeaux,1995-09-19,29
46618,6-2,305,1995-08-18,South Carolina,DT,Taylor Stallworth,1995-08-18,29
46629,6-5,307,1995-11-27,Nebraska,C,Nick Gates,1995-11-27,29
46630,5-10,185,1996-02-02,Utah State,CB,Jalen Davis,1996-02-02,28
46649,5-11,205,1996-08-29,South Alabama,SS,Jeremy Reaves,1996-08-29,28
46652,5-11,189,1996-08-07,Georgia State,CB,Chandon Sullivan,1996-08-07,28
46657,6-0,232,1994-08-09,Sioux Falls,OLB,Dennis Gardeck,1994-08-09,30
46669,5-11,210,1995-07-22,Missouri Western,SS,Jonathan Owens,1995-07-22,29
46671,6-1,219,1996-02-26,Vanderbilt,WR,Trent Sherfield,1996-02-26,28
46672,5-10,205,1996-03-11,Ferris State,CB,Tavierre Thomas,1996-03-11,28
46674,6-2,214,1996-06-09,Washington,ILB,Ezekiel Turner,1996-06-09,28
46679,6-2,302,1996-09-16,Southern Methodist,C,Evan Brown,1996-09-16,28
46680,5-10,205,1996-04-27,Temple,SS,Sean Chandler,1996-04-27,28
46686,5-9,190,1996-01-06,Penn State,CB,Grant Haley,1996-01-06,28
46698,6-0,179,1995-06-12,Alabama,CB,Levi Wallace,1995-06-12,29
46699,6-1,193,02/20/1995,Miami,CB,Dee Delaney,1995-02-20,29
46700,5-11,185,1996-03-05,Vanderbilt,CB,Tre Herndon,1996-03-05,28
46705,6-5,227,1995-12-11,Iowa State,WR,Allen Lazard,1995-12-11,29
46706,6-5,311,1996-04-18,Miami,T,KC McDermott,1996-04-18,28
46711,6-3,200,1995-12-24,Southern Illinois,SS,Ryan Neal,1995-12-24,29
46729,6-2,197,1994-09-08,Virginia Tech,CB,Brandon Facyson,1994-09-08,30
46755,6-5,320,1994-01-25,Grambling,T,Trenton Scott,1994-01-25,30
46757,6-1,195,1996-05-16,Middle Tennessee,CB,Charvarius Ward,1996-05-16,28
46771,6-3,295,1996-01-24,Bucknell,DT,Abdullah Anderson,1996-01-24,28
46775,6-1,198,1995-11-17,Maryland,CB,J.C. Jackson,1995-11-17,29
46796,6-4,272,1995-12-30,Buffalo,DE,Demone Harris,1995-12-30,29
46797,6-5,239,1994-11-12,Southern Arkansas,TE,Tanner Hudson,1994-11-12,30
46823,6-0,196,1995-08-04,Southeast Missouri,CB,Mike Ford,1995-08-04,29
46830,5-8,189,1995-09-12,Florida,WR,Brandon Powell,1995-09-12,29
46841,6-5,290,1995-11-09,UCLA,DT,Matt Dickerson,1995-11-09,29
46846,6-0,203,1995-08-28,Nebraska,FS,Joshua Kalu,1995-08-28,29
46902,6-1,229,1995-12-14,Western Michigan,OLB,Robert Spillane,1995-12-14,29
46958,6-2,230,1995-07-23,North Dakota State,OLB,Chris Board,1995-07-23,29
46968,6-1,236,1996-07-01,Maryland,ILB,Josh Woods,1996-07-01,28
46992,6-2,205,1995-01-03,Prairie View,WR,KhaDarel Hodge,1995-01-03,29
46998,6-2,200,1996-01-30,Illinois,WR,Malik Turner,1996-01-30,28
47605,5-10,208,1996-02-27,South Florida,RB,D'Ernest Johnson,1996-02-27,28
47749,6-3,255,1994-12-15,Tennessee,FB,Jakob Johnson,1994-12-15,30
47784,5-10,207,1997-08-07,Oklahoma,QB,Kyler Murray,1997-08-07,27
47785,6-4,266,1997-10-23,Ohio State,DE,Nick Bosa,1997-10-23,27
47786,6-3,303,1997-12-21,Alabama,NT,Quinnen Williams,1997-12-21,27
47787,6-4,265,1997-05-17,Clemson,DE,Clelin Ferrell,1997-05-17,27
47788,6-0,237,1998-02-17,Louisiana State,ILB,Devin White,1998-02-17,26
47789,6-5,220,1997-05-27,Duke,QB,Daniel Jones,1997-05-27,27
47790,6-5,262,1997-07-13,Kentucky,OLB,Josh Hines-Allen,1997-07-13,27
47791,6-5,248,1997-07-03,Iowa,TE,T.J. Hockenson,1997-07-03,27
47792,6-1,287,1997-12-12,Houston,DT,Ed Oliver,1997-12-12,27
47793,5-11,233,1998-07-18,Michigan,ILB,Devin Bush,1998-07-18,26
47794,6-4,305,1997-11-17,Alabama,T,Jonah Williams,1997-11-17,27
47795,6-5,277,1997-12-03,Michigan,OLB,Rashan Gary,1997-12-03,27
47796,6-4,315,1995-12-20,Clemson,DE,Christian Wilkins,1995-12-20,29
47797,6-4,307,1997-02-08,Boston College,G,Chris Lindstrom,1997-02-08,27
47799,6-5,250,1998-04-23,Florida State,OLB,Brian Burns,1998-04-23,26
47800,6-4,342,1997-11-12,Clemson,NT,Dexter Lawrence,1997-11-12,27
47801,6-3,305,1995-06-20,North Carolina State,C,Garrett Bradbury,1995-06-20,29
47802,6-4,300,1997-07-28,Mississippi State,DT,Jeffery Simmons,1997-07-28,27
47803,6-4,249,1997-11-20,Iowa,TE,Noah Fant,1997-11-20,27
47804,5-11,200,1997-07-30,Maryland,SS,Darnell Savage,1997-07-30,27
47805,6-5,315,1995-10-03,Washington State,T,Andre Dillard,1995-10-03,29
47806,6-5,322,1996-05-23,Alabama State,T,Tytus Howard,1996-05-23,28
47807,5-10,220,1998-02-11,Alabama,RB,Josh Jacobs,1998-02-11,26
47808,5-9,170,1997-06-04,Oklahoma,WR,Marquise Brown,1997-06-04,27
47809,6-6,262,1996-09-04,Mississippi State,DE,Montez Sweat,1996-09-04,28
47810,6-0,205,1996-10-25,Mississippi State,SS,Johnathan Abram,1996-10-25,28
47811,6-6,295,1996-10-08,Notre Dame,DT,Jerry Tillery,1996-10-08,28
47812,6-2,291,1995-09-12,Texas Christian,DE,L.J. Collier,1995-09-12,29
47814,6-6,306,1995-02-22,Washington,T,Kaleb McGary,1995-02-22,29
47815,6-4,225,1997-12-17,Arizona State,WR,N'Keal Harry,1997-12-17,27
47816,5-11,190,1998-01-18,Washington,CB,Byron Murphy,1998-01-18,26
47817,6-0,190,1996-05-23,Temple,CB,Rock Ya-Sin,1996-05-23,28
47818,6-5,312,1997-11-25,Florida,T,Jawaan Taylor,1997-11-25,27
47819,5-11,214,1996-01-15,South Carolina,WR,Deebo Samuel,1996-01-15,28
47820,6-5,310,1997-11-04,Mississippi,T,Greg Little,1997-11-04,27
47821,6-3,329,1996-12-28,Oklahoma,G,Cody Ford,1996-12-28,28
47822,6-0,195,1997-06-19,Central Michigan,CB,Sean Murphy-Bunting,1997-06-19,27
47823,6-2,200,1997-09-20,Clemson,CB,Trayvon Mullen,1997-09-20,27
47824,6-5,312,1995-07-13,Kansas State,G,Dalton Risner,1995-07-13,29
47826,6-2,250,1996-09-28,Hawaii,ILB,Jahlani Tavai,1996-09-28,28
47827,6-5,310,1995-12-26,Mississippi State,G,Elgton Jenkins,1995-12-26,29
47829,6-2,184,1997-12-03,Louisiana State,CB,Greedy Williams,1997-12-03,27
47830,6-2,195,1997-07-18,Utah,FS,Marquise Blair,1997-07-18,27
47831,6-4,315,1997-08-27,Texas A&amp;M,C,Erik McCoy,1997-08-27,27
47832,6-3,252,1996-01-19,Texas Christian,DE,Ben Banogu,1996-01-19,28
47833,6-2,240,1998-08-09,Alabama,TE,Irv Smith,1998-08-09,26
47834,6-0,226,1997-06-30,Mississippi,WR,A.J. Brown,1997-06-30,27
47835,6-4,259,1996-04-16,Washington,TE,Drew Sample,1996-04-16,28
47836,5-11,211,1997-05-01,Penn State,RB,Miles Sanders,1997-05-01,27
47837,6-2,213,1995-11-04,Kentucky,CB,Lonnie Johnson,1995-11-04,29
47838,6-6,325,1996-08-10,Northern Illinois,G,Max Scharping,1996-08-10,28
47839,5-10,187,1998-03-12,Georgia,WR,Mecole Hardman,1998-03-12,26
47841,6-3,308,1998-03-25,Central Florida,DT,Trysten Hill,1998-03-25,26
47842,6-0,205,1997-07-16,Ohio State,WR,Parris Campbell,1997-07-16,27
47843,6-0,206,1997-05-31,Delaware,FS,Nasir Adderley,1997-05-31,27
47844,6-0,208,1997-12-22,Washington,SS,Taylor Rapp,1997-12-22,27
47845,5-9,190,1996-11-18,Massachusetts,WR,Andy Isabella,1996-11-18,28
47846,6-0,205,1995-10-19,Virginia,FS,Juan Thornhill,1995-10-19,29
47847,6-4,230,1997-12-14,Mississippi,WR,DK Metcalf,1997-12-14,27
47848,6-4,281,1997-08-20,Boston College,DE,Zach Allen,1997-08-20,27
47849,5-10,181,1996-07-05,Toledo,WR,Diontae Johnson,1996-07-05,28
47852,6-5,250,1997-03-21,San Jose State,TE,Josh Oliver,1997-03-21,27
47853,5-8,200,1997-08-19,Memphis,RB,Darrell Henderson,1997-08-19,27
47854,6-3,281,1997-01-05,Ohio State,DE,Dre'Mont Jones,1997-01-05,27
47855,6-2,245,1996-05-21,North Carolina State,OLB,Germaine Pratt,1996-05-21,28
47856,5-10,222,1997-06-07,Iowa State,RB,David Montgomery,1997-06-07,27
47857,5-7,203,1997-09-03,Florida Atlantic,RB,Devin Singletary,1997-09-03,27
47859,6-0,210,1995-09-15,Ohio State,WR,Terry McLaurin,1995-09-15,29
47860,6-3,251,1995-04-19,Michigan,DE,Chase Winovich,1995-04-19,29
47862,5-11,196,1998-02-06,Michigan,CB,David Long,1998-02-06,26
47863,6-1,238,1995-06-08,Brigham Young,OLB,Sione Takitaki,1995-06-08,29
47864,6-1,207,1995-12-19,Boston College,SS,Will Harris,1995-12-19,29
47865,6-3,316,1996-09-23,North Carolina-Charlotte,G,Nate Davis,1996-09-23,28
47866,6-2,192,1998-01-12,Michigan State,CB,Justin Layne,1998-01-12,26
47867,6-0,324,1996-08-09,Western Illinois,DT,Khalen Saunders,1996-08-09,28
47870,5-11,215,1997-02-11,Alabama,RB,Damien Harris,1997-02-11,27
47871,6-2,237,1996-11-13,Utah,MLB,Cody Barton,1996-11-13,28
47872,6-1,234,1996-07-29,Stanford,MLB,Bobby Okereke,1996-07-29,28
47873,6-5,308,1997-11-03,Penn State,G,Connor McGovern,1997-11-03,27
47874,6-6,307,1996-09-05,Sioux Falls,T,Trey Pipkins,1996-09-05,28
47876,6-4,220,1996-10-12,Notre Dame,WR,Miles Boykin,1996-10-12,28
47877,6-1,206,1996-10-15,Auburn,CB,Jamel Dean,1996-10-15,28
47878,6-4,250,1996-12-07,Old Dominion,OLB,Oshane Ximines,1996-12-07,28
47879,6-4,254,1996-11-14,Mississippi,TE,Dawson Knox,1996-11-14,28
47880,6-4,312,1997-03-24,Oklahoma,G,Bobby Evans,1997-03-24,27
47881,5-11,226,1996-08-28,Murray State,ILB,Quincy Williams,1996-08-28,28
47882,5-10,200,1996-05-18,Kentucky,FS,Mike Edwards,1996-05-18,28
47884,6-5,310,1996-02-21,West Virginia,T,Yodny Cajuste,1996-02-21,28
47885,5-11,220,1998-06-19,Boise State,RB,Alexander Mattison,1998-06-19,26
47888,5-11,208,1997-12-20,Florida,SS,Chauncey Gardner-Johnson,1997-12-20,27
47889,6-5,255,1997-08-22,Eastern Michigan,DE,Maxx Crosby,1997-08-22,27
47890,6-7,272,1997-03-04,Iowa,OLB,Anthony Nelson,1997-03-04,27
47891,5-11,193,1998-03-19,Notre Dame,SS,Julian Love,1998-03-19,26
47896,5-10,200,1997-11-14,Oklahoma State,RB,Justice Hill,1997-11-14,27
47899,5-11,210,1998-06-14,Iowa,FS,Amani Hooker,1998-06-14,26
47900,6-6,261,1996-11-12,Clemson,DE,Austin Bryant,1996-11-12,28
47901,6-5,310,1996-08-20,Arkansas,C,Hjalte Froholdt,1996-08-20,28
47904,6-3,267,1995-09-12,West Virginia,TE,Trevon Wesco,1995-09-12,29
47906,6-4,310,1996-10-29,Oklahoma,G,Ben Powers,1996-10-29,28
47907,6-4,322,1995-10-19,Wake Forest,G,Phil Haynes,1995-10-19,29
47911,6-0,209,1997-04-30,Memphis,RB,Tony Pollard,1997-04-30,27
47913,6-2,234,1995-08-15,Notre Dame,ILB,Drue Tranquill,1995-08-15,29
47914,6-3,316,1996-05-09,Indiana,G,Wes Martin,1996-05-09,28
47915,5-9,201,1997-05-16,Oregon,FS,Ugochukwu Amadi,1997-05-16,27
47916,6-3,214,1996-08-08,Auburn,QB,Jarrett Stidham,1996-08-08,28
47917,6-1,312,1996-05-06,Washington,NT,Greg Gaines,1996-05-06,28
47918,6-5,285,1995-11-22,"Charleston, W. Va.",DE,John Cominsky,1995-11-22,29
47920,6-4,250,1997-05-06,Louisiana State,TE,Foster Moreau,1997-05-06,27
47922,6-1,196,1997-02-11,Alabama,SS,Deionte Thompson,1997-02-11,27
47924,6-8,265,1996-09-10,Michigan,TE,Zach Gentry,1996-09-10,28
47929,6-2,203,1996-02-09,Penn State,CB,Amani Oruwariye,1996-02-09,28
47931,6-0,225,1997-05-25,Arkansas,ILB,Dre Greenlaw,1997-05-25,27
47932,5-10,185,1995-12-21,Clemson,WR,Hunter Renfrow,1995-12-21,29
47934,6-4,242,1995-07-01,Wisconsin,OLB,Andrew Van Ginkel,1995-07-01,29
47938,6-1,240,1998-02-14,Alabama,ILB,Mack Wilson,1998-02-14,26
47939,6-5,248,1996-01-15,Oregon,OLB,Justin Hollins,1996-01-15,28
47940,6-1,235,1996-05-10,Minnesota,ILB,Blake Cashman,1996-05-10,28
47941,6-1,210,1997-01-10,Miami,CB,Michael Jackson,1997-01-10,27
47942,6-3,300,1996-05-20,Maryland,DT,Byron Cowart,1996-05-20,28
47944,6-5,280,1997-08-20,Texas,DE,Charles Omenihu,1997-08-20,27
47947,6-4,230,1995-06-01,Tarleton State,OLB,E.J. Speed,1995-06-01,29
47952,6-6,308,1997-03-20,Wisconsin,G,David Edwards,1997-03-20,27
47954,6-1,190,1997-01-12,Auburn,WR,Darius Slayton,1997-01-12,27
47956,6-1,240,1996-07-30,North Carolina,ILB,Cole Holcomb,1996-07-30,28
47961,6-1,225,1996-05-16,Washington State,QB,Gardner Minshew,1996-05-16,28
47964,5-10,190,1995-11-13,Miami,FS,Jaquan Johnson,1995-11-13,29
47969,5-10,210,1997-09-17,Maryland,RB,Ty Johnson,1997-09-17,27
47970,6-3,215,1996-09-04,Colorado,WR,Juwann Winfree,1996-09-04,28
47971,5-11,224,1996-10-12,West Virginia,ILB,David Long,1996-10-12,28
47973,6-5,295,1996-07-22,Arkansas,NT,Armon Watts,1996-07-22,28
47974,6-0,191,1996-01-27,Wyoming,SS,Marcus Epps,1996-01-27,28
47975,6-3,295,1996-08-24,Alabama,DT,Isaiah Buggs,1996-08-24,28
47976,6-5,323,1997-02-14,Elon,G,Olisaemeka Udoh,1997-02-14,27
47980,6-0,202,1995-08-23,Penn State,QB,Trace McSorley,1995-08-23,29
47984,5-11,188,1997-02-17,South Carolina,CB,Rashad Fenton,1997-02-17,27
47987,5-10,202,1998-08-07,Miami,RB,Travis Homer,1998-08-07,26
47991,5-11,174,1997-07-31,Bowling Green,WR,Scott Miller,1997-07-31,27
47995,6-6,324,1996-08-07,South Carolina,T,Dennis Daley,1996-08-07,28
47996,6-0,204,1995-02-21,Texas A&amp;M,SS,Donovan Wilson,1995-02-21,29
47999,6-4,320,1996-04-21,Illinois,G,Nick Allegretti,1996-04-21,28
48000,5-11,201,1996-09-12,Texas,CB,Kris Boyd,1996-09-12,28
48008,6-6,253,1997-04-04,North Carolina A&amp;T,OLB,Darryl Johnson,1997-04-04,27
48011,6-5,251,1995-07-01,Boston College,TE,Tommy Sweeney,1995-07-01,29
48013,6-4,253,1996-05-09,Prairie View,OLB,Quinton Bell,1996-05-09,28
48017,5-10,200,1997-02-15,Washington,RB,Myles Gaskin,1997-02-15,27
48023,6-7,302,1995-08-08,Utah,T,Jackson Barton,1995-08-08,29
48026,5-11,200,1995-05-17,Penn State,SS,Nick Scott,1995-05-17,29
48027,6-3,240,1995-06-10,Idaho,ILB,Kaden Elliss,1995-06-10,29
48032,6-3,284,1996-05-05,Temple,DE,Michael Dogbe,1996-05-05,28
48051,5-10,176,1997-03-31,Kansas,WR,Steven Sims,1997-03-31,27
48085,6-7,326,1997-06-05,Florida,T,Fred Johnson,1997-06-05,27
48089,6-2,235,1996-08-05,Nevada,OLB,Malik Reed,1996-08-05,28
48090,6-2,200,1996-07-09,Boise State,QB,Brett Rypien,1996-07-09,28
48094,6-5,300,1996-03-25,Texas,T,Calvin Anderson,1996-03-25,28
48096,6-3,255,1996-05-15,Texas,FB,Andrew Beck,1996-05-15,28
48097,6-2,200,1996-11-09,North Carolina State,WR,Jakobi Meyers,1996-11-09,28
48117,6-2,209,1996-09-04,Arizona,OLB,Demetrius Flannigan-Fowles,1996-09-04,28
48118,6-1,215,1997-05-15,Malone,WR,Ashton Dulin,1997-05-15,27
48119,5-8,180,1996-07-05,Georgia State,WR,Penny Hart,1996-07-05,28
48123,6-1,285,1997-03-01,Penn State,DT,Kevin Givens,1997-03-01,27
48145,6-3,255,1996-10-24,Boston College,DE,Wyatt Ray,1996-10-24,28
48158,6-5,314,1995-09-08,Notre Dame,G,Alex Bars,1995-09-08,29
48159,6-2,311,1996-08-13,Notre Dame,C,Sam Mustipher,1996-08-13,28
48170,6-5,295,1996-08-04,Lindenwood,DE,Jonathan Harris,1996-08-04,28
48181,6-7,314,1996-01-02,Virginia Tech,T,Yosuah Nijman,1996-01-02,28
48198,6-3,366,1995-10-20,Michigan,NT,Bryan Mone,1995-10-20,29
48207,6-0,233,1996-07-01,Vanderbilt,FB,Khari Blasingame,1996-07-01,28
48220,6-4,308,1997-08-13,California,G,Patrick Mekari,1997-08-13,27
48225,6-4,335,1996-02-20,Alabama,G,Lester Cotton,1996-02-20,28
48233,6-1,242,1996-07-09,Wisconsin,FB,Alec Ingold,1996-07-09,28
48235,6-4,300,1997-05-02,UCLA,C,Andre James,1997-05-02,27
48241,5-10,200,1997-06-22,South Carolina,CB,Keisean Nixon,1997-06-22,27
48259,6-2,238,1996-01-17,Middle Tennessee,ILB,Darius Harris,1996-01-17,28
48268,6-2,228,1997-08-04,Florida Atlantic,ILB,Azeez Al-Shaair,1997-08-04,27
48301,6-5,288,1997-08-04,North Carolina,DT,Jalen Dalton,1997-08-04,27
48308,6-4,265,1996-03-19,Tennessee,DE,Jonathan Kongbo,1996-03-19,28
48318,6-0,225,1996-10-02,Nebraska,RB,Devine Ozigbo,1996-10-02,28
48364,6-2,230,1996-10-09,Illinois,OLB,Del'Shawn Phillips,1996-10-09,28
48374,5-8,193,1997-07-23,Virginia,WR,Olamide Zaccheaus,1997-07-23,27
48415,5-6,170,1997-12-04,Assumption,WR,Deonte Harty,1997-12-04,27
48447,5-10,202,1997-02-12,Texas,FS,P.J. Locke,1997-02-12,27
48454,5-11,195,1995-12-15,Mississippi,FS,C.J. Moore,1995-12-15,29
48455,6-7,299,1995-12-19,Iowa,T,Matt Nelson,1995-12-19,29
48456,6-8,237,1997-08-16,Stetson University,TE,Donald Parham,1997-08-16,27
48458,6-3,240,1996-11-24,"Wayne State, Mich.",OLB,Anthony Pittman,1996-11-24,28
48462,6-4,285,1996-08-05,Texas-San Antonio,NT,Kevin Strong,1996-08-05,28
48471,6-2,207,1995-12-10,Stanford,WR,Trenton Irwin,1995-12-10,29
48473,6-4,280,1997-09-12,Georgia,DE,Jonathan Ledbetter,1997-09-12,27
48475,6-5,255,1995-10-06,Temple,TE,Chris Myarick,1995-10-06,29
48476,6-0,193,1996-11-04,Texas-El Paso,CB,Nik Needham,1996-11-04,28
48482,6-0,237,1998-06-25,Texas A&amp;M,MLB,Tyrel Dodson,1998-06-25,26
48485,6-5,310,1996-01-11,Northwestern,G,Blake Hance,1996-01-11,28
48487,5-9,185,1997-04-13,Buffalo,CB,Cameron Lewis,1997-04-13,27
48489,6-3,210,1996-05-29,West Virginia,WR,David Sills,1996-05-29,28
48495,5-9,188,1997-08-19,Appalachian State,CB,Tae Hayes,1997-08-19,27
48500,6-1,200,1997-11-05,Alabama,CB,Saivion Smith,1997-11-05,27
48508,6-0,209,1996-12-05,Wyoming,FS,Andrew Wingard,1996-12-05,28
48512,6-4,300,1997-02-14,Penn State,C,Ryan Bates,1997-02-14,27
48513,6-4,334,1998-07-10,Stanford,G,Nate Herbig,1998-07-10,26
48514,6-4,305,1996-08-15,Weber State,G,Iosua Opeta,1996-08-15,28
48516,6-1,240,1996-08-12,Wisconsin,ILB,T.J. Edwards,1996-08-12,28
48520,6-5,350,1996-09-01,Alabama-Birmingham,DT,Anthony Rush,1996-09-01,28
48530,6-0,205,1996-09-07,Nebraska,WR,Stanley Morgan,1996-09-07,28
48537,6-5,261,1996-12-18,Wyoming,DE,Carl Granderson,1996-12-18,28
48541,6-4,225,1998-04-19,Texas,WR,Lil'Jordan Humphrey,1998-04-19,26
48544,6-3,300,1995-10-20,Tennessee,DT,Shy Tuttle,1995-10-20,29
48555,6-3,245,1995-08-28,Nebraska,OLB,Luke Gifford,1995-08-28,29
48556,6-1,212,1997-06-07,North Texas,WR,Jalen Guyton,1997-06-07,27
48566,6-3,279,01/16/1996,Kansas,DE,Daniel Wise,1996-01-16,28
48576,6-3,215,1995-06-23,Findlay,WR,Jason Moore,1995-06-23,29
48580,6-6,260,1995-11-09,Michigan State,TE,Matt Sokol,1995-11-09,29
48581,6-0,205,1997-05-12,Tulane,SS,Roderic Teamer,1997-05-12,27
48588,6-3,235,1996-10-15,California,MLB,Jordan Kunaszyk,1996-10-15,28
48601,6-1,193,1996-01-08,Oklahoma State,WR,Tyron Johnson,1996-01-08,28
